Company,Item,Category,Calories,Calories Category,Calories from Fat,Calories from Fat Category,Total Fat (g),Total Fat (g) Category,Saturated Fat (g),Saturated Fat (g) Category,Trans Fat (g),Trans Fat (g) Category,Cholesterol (mg),Cholesterol (mg) Category,Sodium (mg),Sodium (mg) Category,Carbs (g),Carbs (g) Category,Fiber (g),Fiber (g) Category,Sugars (g),Sugars (g) Category,Protein (g),Protein (g) Category,Weight Watchers Pnts,Weight Watchers Pnts Category
Burger King,BK® Café Caramel Frappe- 16 fl oz,Drink,400,Low,90,Low,10,Low,7,Low,0,Low,40,Low,280,Low,68,Low,0,Low,56,Low,9,Low,454,Mid
Burger King,BK® Café Caramel Frappe- 20 fl oz,Drink,500,Mid,110,Low,12,Low,8,Low,0,Low,50,Low,350,Low,86,Low,0,Low,71,Low,11,Low,568,Mid
Wendy’s,Baconator,Burger,950,High,362.4,Mid,62,Mid,24,High,3,Mid,205,Mid,1630,Mid,40,Low,2,Low,8,Low,59,High,923,High
Wendy’s,Dave’s Double,Other,810,Mid,53.84955752,Low,51,Mid,20,Mid,3,Mid,175,Low,1280,Mid,41,Low,3,Low,8,Low,49,High,789,Mid
Wendy’s,Dave’s Single,Other,570,Mid,53.84955752,Low,34,Mid,13,Mid,1.5,Low,100,Low,1110,Mid,40,Low,3,Low,9,Low,30,Mid,562,Mid
Wendy’s,Dave’s Triple,Other,1090,High,53.84955752,Low,72,High,30,High,4,High,260,Mid,1650,Mid,43,Low,3,Low,9,Low,71,High,1058,High
Wendy’s,Double Stack,Other,390,Low,53.84955752,Low,21,Low,9,Low,1.5,Low,90,Low,740,Low,26,Low,1,Low,6,Low,25,Mid,380,Low
Wendy’s,Jr. Bacon Cheeseburger,Burger,380,Low,362.4,Mid,22,Low,8,Low,1,Low,65,Low,680,Low,25,Low,1,Low,5,Low,19,Low,374,Low
Wendy’s,Jr. Cheeseburger,Burger,280,Low,362.4,Mid,13,Low,6,Low,1,Low,50,Low,660,Low,26,Low,1,Low,6,Low,16,Low,276,Low
Wendy’s,Jr. Cheeseburger Deluxe,Burger,340,Low,362.4,Mid,19,Low,7,Low,1,Low,55,Low,660,Low,27,Low,2,Low,7,Low,16,Low,338,Low
Wendy’s,Son of Baconator,Burger,630,Mid,362.4,Mid,39,Mid,15,Mid,1.5,Low,125,Low,1280,Mid,37,Low,2,Low,7,Low,34,Mid,618,Mid
Wendy’s,3 Piece Chicken Tenders,Nuggets / Wings / Tenders,330,Low,232.2222222,Low,16,Low,2.5,Low,0,Low,75,Low,1010,Mid,22,Low,0,Low,0,Low,24,Mid,309,Low
Wendy’s,4 Piece Chicken Nuggets,Nuggets / Wings / Tenders,170,Low,232.2222222,Low,11,Low,2,Low,0,Low,35,Low,340,Low,10,Low,0,Low,0,Low,9,Low,163,Low
Wendy’s,4 Piece Chicken Tenders,Nuggets / Wings / Tenders,430,Mid,232.2222222,Low,21,Low,3.5,Low,0,Low,100,Low,1350,Mid,29,Low,0,Low,1,Low,32,Mid,403,Low
Wendy’s,6 Picece Chicken Nuggets,Nuggets / Wings / Tenders,250,Low,232.2222222,Low,16,Low,3.5,Low,0,Low,50,Low,510,Low,14,Low,1,Low,0,Low,13,Low,241,Low
Wendy’s,6 Piece Chicken Tenders,Nuggets / Wings / Tenders,650,Mid,232.2222222,Low,32,Low,5,Low,0,Low,150,Low,2020,High,43,Low,0,Low,1,Low,48,High,608,Mid
Wendy’s,10 Piece Chicken Nuggets,Nuggets / Wings / Tenders,420,Mid,232.2222222,Low,27,Low,5,Low,0,Low,80,Low,850,Low,24,Low,1,Low,0,Low,22,Low,403,Low
Wendy’s,Crispy Chicken BLT,Chicken Sandwich / Wrap,420,Mid,220.8695652,Low,23,Low,6,Low,0,Low,50,Low,950,Low,35,Low,2,Low,5,Low,20,Low,411,Low
Wendy’s,Crispy Chicken Sandwich,Chicken Sandwich / Wrap,330,Low,220.8695652,Low,16,Low,3,Low,0,Low,30,Low,600,Low,33,Low,2,Low,4,Low,14,Low,323,Low
Wendy’s,Grilled Asiago Ranch Club,Chicken Sandwich / Wrap,530,Mid,220.8695652,Low,23,Low,7,Low,0,Low,120,Low,1220,Mid,36,Low,3,Low,6,Low,43,Mid,500,Mid
Wendy’s,Grilled Chicken Sandwich,Chicken Sandwich / Wrap,370,Low,220.8695652,Low,10,Low,2,Low,0,Low,90,Low,830,Low,38,Low,3,Low,8,Low,34,Mid,346,Low
Wendy’s,Grilled Chicken Wrap,Chicken Sandwich / Wrap,270,Low,220.8695652,Low,10,Low,3.5,Low,0,Low,55,Low,640,Low,24,Low,2,Low,3,Low,20,Low,257,Low
Wendy’s,Homestyle Asiago Ranch Chicken Club,Chicken Sandwich / Wrap,660,Mid,220.8695652,Low,34,Mid,9,Low,0,Low,100,Low,1650,Mid,52,Low,3,Low,7,Low,38,Mid,638,Mid
Wendy’s,Homestyle Chicken Sandwich,Chicken Sandwich / Wrap,510,Mid,220.8695652,Low,22,Low,4,Low,0,Low,70,Low,1150,Mid,51,Low,3,Low,6,Low,28,Mid,492,Mid
Wendy’s,S’Awesome Sauce,Condiment / Sauce,120,Low,35.2,Low,12,Low,2,Low,0,Low,0,Low,170,Low,4,Low,1,Low,3,Low,1,Low,124,Low
Wendy’s,Spicy Asiago Ranch Club,Chicken Sandwich / Wrap,670,Mid,220.8695652,Low,32,Low,9,Low,0,Low,100,Low,1530,Mid,55,Low,4,Low,6,Low,38,Mid,647,Mid
Wendy’s,Spicy Chicken Sandwich,Chicken Sandwich / Wrap,510,Mid,220.8695652,Low,20,Low,3.5,Low,0,Low,65,Low,1030,Mid,54,Low,4,Low,6,Low,29,Mid,491,Mid
Wendy’s,Spicy Chicken Wrap,Chicken Sandwich / Wrap,370,Low,220.8695652,Low,20,Low,5,Low,0,Low,50,Low,850,Low,30,Low,2,Low,2,Low,18,Low,359,Low
Wendy’s,"Apple Pecan Chicken Salad, Full Size",Salad,560,Mid,53.75,Low,24,Low,7,Low,0,Low,115,Low,1020,Mid,52,Low,7,Low,40,Low,38,Mid,569,Mid
Wendy’s,"Apple Pecan Chicken Salad, Half Size",Salad,340,Low,53.75,Low,17,Low,4,Low,0,Low,55,Low,550,Low,29,Low,4,Low,22,Low,20,Low,346,Low
Wendy’s,"Berry Burst Chicken Salad, Full Size",Salad,460,Mid,53.75,Low,17,Low,4.5,Low,0,Low,105,Low,1090,Mid,41,Low,7,Low,29,Low,41,Mid,453,Mid
Wendy’s,"Berry Burst Chicken Salad, Half Size",Salad,290,Low,53.75,Low,13,Low,2.5,Low,0,Low,50,Low,570,Low,23,Low,5,Low,15,Low,23,Low,285,Low
Wendy’s,Caesar Side Salad,Side,240,Low,128.6956522,Low,15,Low,4,Low,0,Low,30,Low,500,Low,19,Low,3,Low,4,Low,8,Low,240,Low
Wendy’s,Garden Side Salad,Side,250,Low,128.6956522,Low,18,Low,4,Low,0,Low,20,Low,460,Low,18,Low,2,Low,4,Low,7,Low,251,Low
Wendy’s,"Southwest Avocado Chicken Salad, Full Size",Salad,600,Mid,53.75,Low,41,Mid,11,Low,0,Low,135,Low,1220,Mid,18,Low,7,Low,7,Low,42,Mid,576,Mid
Wendy’s,"Southwest Avocado Chicken Salad, Half Size",Salad,300,Low,53.75,Low,20,Low,6,Low,0,Low,70,Low,620,Low,10,Low,4,Low,4,Low,21,Low,289,Low
Wendy’s,"Spicy Caesar Chicken Salad, Full Size",Salad,720,Mid,53.75,Low,42,Mid,12,Mid,1,Low,150,Low,1680,Mid,44,Low,8,Low,6,Low,42,Mid,696,Mid
Wendy’s,"Spicy Caesar Chicken Salad, Half Size",Salad,410,Mid,53.75,Low,23,Low,6,Low,0.5,Low,75,Low,930,Low,30,Low,5,Low,4,Low,23,Low,397,Low
Wendy’s,"Taco Salad, Full Size",Salad,660,Mid,53.75,Low,32,Low,13,Mid,1,Low,85,Low,1820,Mid,63,Low,10,Low,18,Low,32,Mid,659,Mid
Wendy’s,"Taco Salad, Half Size",Salad,470,Mid,53.75,Low,23,Low,8,Low,0.5,Low,45,Low,1320,Mid,49,Low,7,Low,12,Low,19,Low,471,Mid
Wendy’s,Apple Bites,Other,35,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,0,Low,9,Low,2,Low,7,Low,0,Low,42,Low
Wendy’s,Baconator Fries,Burger,490,Mid,362.4,Mid,28,Low,9,Low,0,Low,35,Low,550,Low,45,Low,4,Low,2,Low,14,Low,487,Mid
Wendy’s,Bacon Cheese Baked Potato,Side,440,Mid,128.6956522,Low,14,Low,6,Low,0,Low,35,Low,550,Low,64,Low,7,Low,4,Low,17,Low,433,Low
Wendy’s,Cheese Baked Potato,Side,430,Mid,128.6956522,Low,13,Low,7,Low,0,Low,30,Low,560,Low,65,Low,7,Low,5,Low,14,Low,428,Low
Wendy’s,Chili & Cheese Baked Potato,Side,460,Mid,128.6956522,Low,11,Low,5,Low,0,Low,35,Low,710,Low,71,Low,8,Low,7,Low,19,Low,453,Mid
Wendy’s,"Chili, Large",Other,250,Low,53.84955752,Low,7,Low,3,Low,0.5,Low,50,Low,1170,Mid,23,Low,5,Low,9,Low,23,Low,239,Low
Wendy’s,"Chili, Small",Other,170,Low,53.84955752,Low,5,Low,2,Low,0,Low,35,Low,780,Low,16,Low,4,Low,6,Low,15,Low,163,Low
Wendy’s,Chili Cheese Fries,Side,500,Mid,128.6956522,Low,25,Low,8,Low,0.5,Low,35,Low,710,Low,53,Low,6,Low,4,Low,16,Low,496,Mid
Wendy’s,"Natural-Cut Fries, Junior",Side,230,Low,128.6956522,Low,10,Low,2,Low,0,Low,0,Low,15,Low,30,Low,3,Low,0,Low,3,Low,229,Low
Wendy’s,"Natural-Cut Fries, Large",Side,530,Mid,128.6956522,Low,24,Low,4.5,Low,0,Low,0,Low,520,Low,70,Low,6,Low,0,Low,7,Low,528,Mid
Wendy’s,"Natural-Cut Fries, Medium",Side,420,Mid,128.6956522,Low,19,Low,3.5,Low,0,Low,0,Low,420,Low,56,Low,5,Low,0,Low,6,Low,418,Low
Wendy’s,"Natural-Cut Fries, Small",Side,320,Low,128.6956522,Low,15,Low,2.5,Low,0,Low,0,Low,320,Low,43,Low,4,Low,0,Low,5,Low,318,Low
Wendy’s,Plain Baked Potato,Side,270,Low,128.6956522,Low,0,Low,0,Low,0,Low,0,Low,25,Low,61,Low,7,Low,3,Low,7,Low,266,Low
Wendy’s,Sour Cream and Chive Baked Potato,Side,310,Low,128.6956522,Low,2.5,Low,2.5,Low,0,Low,10,Low,35,Low,63,Low,7,Low,4,Low,8,Low,309,Low
Wendy’s,Summer Berry Burst Fruit Cup,Other,20,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,0,Low,5,Low,1,Low,3,Low,0,Low,23,Low
Wendy’s,1% Chocolate Milk,Drink,150,Low,73.02521008,Low,2.5,Low,1.5,Low,0,Low,10,Low,170,Low,26,Low,0,Low,23,Low,7,Low,168,Low
Wendy’s,1% White Milk,Drink,90,Low,73.02521008,Low,2,Low,1.5,Low,0,Low,10,Low,105,Low,10,Low,0,Low,10,Low,7,Low,95,Low
Wendy’s,"All-Natural Lemonade, Large",Drink,380,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,0,Low,100,Mid,0,Low,93,Mid,0,Low,473,Mid
Wendy’s,"All-Natural Lemonade, Medium",Drink,330,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,0,Low,86,Low,0,Low,81,Low,0,Low,411,Low
Wendy’s,"All-Natural Lemonade, Small",Drink,190,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,0,Low,50,Low,0,Low,47,Low,0,Low,237,Low
Wendy’s,"Apple Kiwi Fruit Tea, Large",Drink,330,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,60,Low,83,Low,0,Low,80,Low,0,Low,410,Low
Wendy’s,"Apple Kiwi Fruit Tea, Medium",Drink,300,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,50,Low,76,Low,0,Low,73,Low,0,Low,373,Low
Wendy’s,"Apple Kiwi Fruit Tea, Small",Drink,170,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,30,Low,44,Low,0,Low,42,Low,0,Low,212,Low
Wendy’s,"Barq’s Root Beer, Large",Drink,450,Mid,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,180,Low,122,Mid,0,Low,122,Mid,0,Low,572,Mid
Wendy’s,"Barq’s Root Beer, Medium",Drink,360,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,150,Low,98,Mid,0,Low,98,Mid,0,Low,458,Mid
Wendy’s,"Barq’s Root Beer, Small",Drink,220,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,90,Low,61,Low,0,Low,61,Low,0,Low,281,Low
Wendy’s,"Brewed Unsweetened Iced Tea, Large",Drink,5,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,25,Low,2,Low,0,Low,0,Low,0,Low,5,Low
Wendy’s,"Brewed Unsweetened Iced Tea, Medium",Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,15,Low,1,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Brewed Unsweetened Iced Tea, Small",Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,10,Low,1,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Caramel Iced Coffee, Medium",Drink,240,Low,73.02521008,Low,8,Low,5,Low,0,Low,25,Low,45,Low,40,Low,0,Low,36,Low,3,Low,278,Low
Wendy’s,"Caramel Iced Coffee, Small",Drink,160,Low,73.02521008,Low,6,Low,3.5,Low,0,Low,20,Low,30,Low,26,Low,0,Low,24,Low,2,Low,186,Low
Wendy’s,"Coca-Cola, Large",Other,400,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,90,Low,109,Mid,0,Low,109,Mid,0,Low,509,Mid
Wendy’s,"Coca-Cola, Medium",Other,320,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,70,Low,87,Low,0,Low,87,Low,0,Low,407,Low
Wendy’s,"Coca-Cola, Small",Other,200,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,45,Low,54,Low,0,Low,54,Low,0,Low,254,Low
Wendy’s,"Coca-Cola Zero Sugar, Large",Other,0,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,100,Low,1,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Coca-Cola Zero Sugar, Medium",Other,0,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,80,Low,1,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Coca-Cola Zero Sugar, Small",Other,0,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,50,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Diet Coke, Large",Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,125,Low,1,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Diet Coke, Medium",Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,100,Low,1,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Diet Coke, Small",Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,45,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Dr Pepper, Large",Drink,240,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,70,Low,66,Low,0,Low,64,Low,0,Low,304,Low
Wendy’s,"Dr Pepper, Medium",Drink,190,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,55,Low,53,Low,0,Low,51,Low,0,Low,241,Low
Wendy’s,"Dr Pepper, Small",Drink,120,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,35,Low,33,Low,0,Low,32,Low,0,Low,152,Low
Wendy’s,"Fanta Orange, Large",Drink,430,Mid,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,110,Low,117,Mid,0,Low,115,Mid,0,Low,545,Mid
Wendy’s,"Fanta Orange, Medium",Drink,340,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,85,Low,94,Mid,0,Low,92,Mid,0,Low,432,Low
Wendy’s,"Fanta Orange, Small",Drink,210,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,55,Low,59,Low,0,Low,58,Low,0,Low,268,Low
Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",Other,420,Mid,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,140,Low,115,Mid,0,Low,113,Mid,0,Low,533,Mid
Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",Other,340,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,115,Low,92,Mid,0,Low,90,Mid,0,Low,430,Low
Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",Other,210,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,70,Low,58,Low,0,Low,56,Low,0,Low,266,Low
Wendy’s,"Honest Tropical Green Tea, Large",Drink,110,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,55,Low,29,Low,0,Low,29,Low,0,Low,139,Low
Wendy’s,"Honest Tropical Green Tea, Medium",Drink,90,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,40,Low,22,Low,0,Low,22,Low,0,Low,112,Low
Wendy’s,"Honest Tropical Green Tea, Small",Drink,60,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,25,Low,14,Low,0,Low,14,Low,0,Low,74,Low
Wendy’s,Hot Tea,Drink,0,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,0,Low,1,Low,0,Low,0,Low,0,Low,0,Low
Wendy’s,"Limeade, Large",Other,460,Mid,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,55,Low,117,Mid,0,Low,111,Mid,0,Low,571,Mid
Wendy’s,"Limeade, Medium",Other,380,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,45,Low,98,Mid,0,Low,93,Mid,0,Low,473,Mid
Wendy’s,"Limeade, Small",Other,230,Low,53.84955752,Low,0,Low,0,Low,0,Low,0,Low,30,Low,59,Low,0,Low,56,Low,0,Low,286,Low
Wendy’s,"Minute Maid Light Lemonade, Large",Drink,15,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,10,Low,2,Low,0,Low,0,Low,0,Low,15,Low
Wendy’s,"Minute Maid Light Lemonade, Medium",Drink,10,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,10,Low,1,Low,0,Low,0,Low,0,Low,10,Low
Wendy’s,"Minute Maid Light Lemonade, Small",Drink,5,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,5,Low,1,Low,0,Low,0,Low,0,Low,5,Low
Wendy’s,"Mocha Iced Coffee, Medium",Drink,210,Low,73.02521008,Low,8,Low,5,Low,0,Low,25,Low,40,Low,32,Low,0,Low,28,Low,3,Low,240,Low
Wendy’s,"Mocha Iced Coffee, Small",Drink,170,Low,73.02521008,Low,6,Low,3.5,Low,0,Low,20,Low,30,Low,28,Low,0,Low,25,Low,2,Low,197,Low
Wendy’s,"Pear Berry Fruit Tea, Large",Drink,320,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,60,Low,82,Low,0,Low,76,Low,0,Low,396,Low
Wendy’s,"Pear Berry Fruit Tea, Medium",Drink,300,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,50,Low,76,Low,0,Low,70,Low,0,Low,370,Low
Wendy’s,"Pear Berry Fruit Tea, Small",Drink,170,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,30,Low,44,Low,0,Low,40,Low,0,Low,210,Low
Wendy’s,"Skinny Vanilla Iced Coffee, Medium",Drink,100,Low,73.02521008,Low,8,Low,5,Low,0,Low,25,Low,45,Low,14,Low,0,Low,0,Low,3,Low,102,Low
Wendy’s,"Skinny Vanilla Iced Coffee, Small",Drink,70,Low,73.02521008,Low,5,Low,3.5,Low,0,Low,15,Low,30,Low,6,Low,0,Low,0,Low,2,Low,72,Low
Wendy’s,"Small Sprite, Small",Drink,200,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,90,Low,53,Low,0,Low,53,Low,0,Low,253,Low
Wendy’s,"Sprite, Large",Drink,390,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,180,Low,105,Mid,0,Low,105,Mid,0,Low,495,Mid
Wendy’s,"Sprite, Medium",Drink,310,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,140,Low,84,Low,0,Low,84,Low,0,Low,394,Low
Wendy’s,"Strawberry Lemonade, Large",Drink,480,Mid,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,55,Low,121,Mid,0,Low,114,Mid,0,Low,594,Mid
Wendy’s,"Strawberry Lemonade, Medium",Drink,380,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,45,Low,98,Mid,0,Low,92,Mid,0,Low,472,Mid
Wendy’s,"Strawberry Lemonade, Small",Drink,230,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,30,Low,58,Low,0,Low,54,Low,0,Low,284,Low
Wendy’s,"Strawberry Sweet Tea, Large",Drink,270,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,15,Low,69,Low,0,Low,67,Low,0,Low,337,Low
Wendy’s,"Strawberry Sweet Tea, Medium",Drink,240,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,15,Low,60,Low,0,Low,59,Low,0,Low,299,Low
Wendy’s,"Strawberry Sweet Tea, Small",Drink,140,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,10,Low,36,Low,0,Low,35,Low,0,Low,175,Low
Wendy’s,"Strawberry Tea, Large",Drink,90,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,20,Low,22,Low,0,Low,20,Low,0,Low,110,Low
Wendy’s,"Strawberry Tea, Medium",Drink,60,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,15,Low,16,Low,0,Low,14,Low,0,Low,74,Low
Wendy’s,"Strawberry Tea, Small",Drink,45,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,10,Low,11,Low,0,Low,10,Low,0,Low,55,Low
Wendy’s,"Sweetened Iced Tea, Large",Drink,300,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,25,Low,77,Low,0,Low,75,Low,0,Low,375,Low
Wendy’s,"Sweetened Iced Tea, Medium",Drink,220,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,20,Low,58,Low,0,Low,56,Low,0,Low,276,Low
Wendy’s,"Sweetened Iced Tea, Small",Drink,160,Low,73.02521008,Low,0,Low,0,Low,0,Low,0,Low,10,Low,41,Low,0,Low,40,Low,0,Low,200,Low
Wendy’s,"Vanilla Iced Coffee, Medium",Drink,250,Low,73.02521008,Low,8,Low,5,Low,0,Low,25,Low,40,Low,42,Low,0,Low,39,Low,3,Low,291,Low
Wendy’s,"Vanilla Iced Coffee, Small",Drink,170,Low,73.02521008,Low,6,Low,3.5,Low,0,Low,20,Low,30,Low,28,Low,0,Low,26,Low,2,Low,198,Low
Wendy’s,"Classic Chocolate Frosty, Junior",Dessert,200,Low,127.2972973,Low,5,Low,3,Low,0,Low,20,Low,90,Low,33,Low,0,Low,27,Low,6,Low,224,Low
Wendy’s,"Classic Chocolate Frosty, Large",Dessert,590,Mid,127.2972973,Low,15,Low,10,Low,0.5,Low,60,Low,260,Low,99,Mid,0,Low,81,Low,17,Low,664,Mid
Wendy’s,"Classic Chocolate Frosty, Medium",Dessert,470,Mid,127.2972973,Low,12,Low,8,Low,0.5,Low,50,Low,210,Low,79,Low,0,Low,65,Low,13,Low,530,Mid
Wendy’s,"Classic Chocolate Frosty, Small",Dessert,350,Low,127.2972973,Low,9,Low,6,Low,0,Low,35,Low,150,Low,58,Low,0,Low,47,Low,10,Low,393,Low
Wendy’s,"Vanilla Frosty, Junior",Dessert,190,Low,127.2972973,Low,5,Low,3.5,Low,0,Low,25,Low,90,Low,32,Low,0,Low,27,Low,5,Low,216,Low
Wendy’s,"Vanilla Frosty, Large",Dessert,570,Mid,127.2972973,Low,15,Low,10,Low,0.5,Low,70,Low,260,Low,94,Mid,0,Low,78,Low,15,Low,643,Mid
Wendy’s,"Vanilla Frosty, Medium",Dessert,450,Mid,127.2972973,Low,12,Low,8,Low,0.5,Low,55,Low,210,Low,75,Low,0,Low,63,Low,12,Low,509,Mid
Wendy’s,"Vanilla Frosty, Small",Dessert,340,Low,127.2972973,Low,9,Low,6,Low,0,Low,45,Low,160,Low,56,Low,0,Low,47,Low,9,Low,384,Low
Wendy’s,Chocolate Chunk Cookie,Dessert,310,Low,127.2972973,Low,16,Low,8,Low,0,Low,20,Low,210,Low,40,Low,2,Low,24,Low,3,Low,339,Low
Wendy’s,Double Chocolate Chunk Cookie,Dessert,290,Low,127.2972973,Low,14,Low,7,Low,0,Low,20,Low,230,Low,39,Low,4,Low,21,Low,4,Low,314,Low
Wendy’s,Sugar Cookie,Dessert,330,Low,127.2972973,Low,16,Low,8,Low,0,Low,25,Low,300,Low,43,Low,1,Low,24,Low,3,Low,359,Low
Wendy’s,Kids 2 Piece Chicken Tenders,Nuggets / Wings / Tenders,200,Low,232.2222222,Low,10,Low,1.5,Low,0,Low,45,Low,620,Low,13,Low,0,Low,0,Low,15,Low,187,Low
Wendy’s,Kids 4 Piece Chicken Nuggets,Nuggets / Wings / Tenders,170,Low,232.2222222,Low,11,Low,2,Low,0,Low,35,Low,340,Low,10,Low,0,Low,0,Low,9,Low,163,Low
Wendy’s,Kids Cheeseburger,Burger,280,Low,362.4,Mid,13,Low,6,Low,0.5,Low,50,Low,540,Low,25,Low,1,Low,5,Low,15,Low,276,Low
Wendy’s,Kids Grilled Chicken Wrap,Chicken Sandwich / Wrap,270,Low,220.8695652,Low,10,Low,3.5,Low,0,Low,55,Low,640,Low,24,Low,2,Low,3,Low,20,Low,257,Low
Wendy’s,Kids Hamburger,Burger,240,Low,362.4,Mid,9,Low,3.5,Low,0.5,Low,40,Low,350,Low,24,Low,1,Low,5,Low,13,Low,236,Low
Wendy’s,Artisan Egg Sandwich with Bacon,Breakfast,320,Low,244.5762712,Low,17,Low,8,Low,0,Low,245,Mid,750,Low,25,Low,1,Low,4,Low,18,Low,314,Low
Wendy’s,Artisan Egg Sandwich with Sausage,Breakfast,480,Mid,244.5762712,Low,33,Mid,13,Mid,0,Low,275,Mid,980,Mid,27,Low,1,Low,4,Low,21,Low,476,Mid
Wendy’s,Bacon Breakfast Bowl,Breakfast,510,Mid,244.5762712,Low,28,Low,9,Low,0,Low,245,Mid,1390,Mid,44,Low,4,Low,2,Low,19,Low,502,Mid
Wendy’s,Biggie Breakfast Sandwich,Breakfast,610,Mid,244.5762712,Low,40,Mid,15,Mid,0,Low,290,Mid,1400,Mid,37,Low,2,Low,7,Low,27,Mid,605,Mid
Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,Breakfast,410,Mid,244.5762712,Low,24,Low,13,Mid,0,Low,235,Mid,970,Mid,34,Low,1,Low,5,Low,15,Low,413,Low
Wendy’s,Fresh Baked Biscuit with Natural Sausage,Breakfast,590,Mid,244.5762712,Low,41,Mid,19,Mid,0,Low,270,Mid,1270,Mid,36,Low,1,Low,6,Low,20,Low,595,Mid
Wendy’s,Gravy and Sausage Bowl,Bowl,450,Mid,173.3333333,Low,22,Low,6,Low,0,Low,220,Mid,1260,Mid,50,Low,4,Low,2,Low,12,Low,446,Mid
Wendy’s,Honey Butter Chicken Biscuit,Breakfast,500,Mid,244.5762712,Low,26,Low,12,Mid,0,Low,50,Low,1120,Mid,48,Low,1,Low,9,Low,19,Low,502,Mid
